claim_id,section_id,section,domain,record_id,target_label,field,field_label,value_kind,baseline_value,current_value,proposed_value,current_status,current_verification_status,research_note,resolution_status,evidence_tier,confidence,estimate_rationale,source_1_title,source_1_url,source_1_publisher,source_1_published_date,source_1_accessed_date,source_1_excerpt,source_2_title,source_2_url,source_2_publisher,source_2_published_date,source_2_accessed_date,source_2_excerpt,source_3_title,source_3_url,source_3_publisher,source_3_published_date,source_3_accessed_date,source_3_excerpt
auto_claim__gi_bill_benefits__gi_bill_pittsburgh_pa__monthsEligible,military-benefits,Military & Benefits,gi_bill_benefits,gi_bill_pittsburgh_pa,"GI Bill MHA · Pittsburgh, PA",monthsEligible,Months,number,36,36,,record_level_placeholder,seed_default,"Research and verify months for GI Bill MHA · Pittsburgh, PA.",,,,,Planner seed default,,Planner seed default,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__gi_bill_benefits__gi_bill_pittsburgh_pa__notes,military-benefits,Military & Benefits,gi_bill_benefits,gi_bill_pittsburgh_pa,"GI Bill MHA · Pittsburgh, PA",notes,Notes,,CMU reference MHA used in the planner baseline.,CMU reference MHA used in the planner baseline.,,record_level_placeholder,seed_default,"Research and verify notes for GI Bill MHA · Pittsburgh, PA.",,,,,Planner seed default,,Planner seed default,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__gi_bill_benefits__gi_bill_seattle_wa__label,military-benefits,Military & Benefits,gi_bill_benefits,gi_bill_seattle_wa,"GI Bill MHA · Seattle, WA",label,Benefit,,"GI Bill MHA · Seattle, WA","GI Bill MHA · Seattle, WA",,record_level_placeholder,seed_default,"Research and verify benefit for GI Bill MHA · Seattle, WA.",,,,,Planner seed default,,Planner seed default,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__gi_bill_benefits__gi_bill_seattle_wa__booksSuppliesAnnual,military-benefits,Military & Benefits,gi_bill_benefits,gi_bill_seattle_wa,"GI Bill MHA · Seattle, WA",booksSuppliesAnnual,Books / Year,currency,1000.0,1000.0,,record_level_placeholder,seed_default,"Research and verify books / year for GI Bill MHA · Seattle, WA.",,,,,Planner seed default,,Planner seed default,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__gi_bill_benefits__gi_bill_seattle_wa__deliveryMode,military-benefits,Military & Benefits,gi_bill_benefits,gi_bill_seattle_wa,"GI Bill MHA · Seattle, WA",deliveryMode,Delivery,,in_person,in_person,,record_level_placeholder,seed_default,"Research and verify delivery for GI Bill MHA · Seattle, WA.",,,,,Planner seed default,,Planner seed default,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__gi_bill_benefits__gi_bill_seattle_wa__eligibilityReason,military-benefits,Military & Benefits,gi_bill_benefits,gi_bill_seattle_wa,"GI Bill MHA · Seattle, WA",eligibilityReason,Eligibility Note,,location_based_mha,location_based_mha,,record_level_placeholder,seed_default,"Research and verify eligibility note for GI Bill MHA · Seattle, WA.",,,,,Planner seed default,,Planner seed default,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__gi_bill_benefits__gi_bill_seattle_wa__monthlyHousingAllowance,military-benefits,Military & Benefits,gi_bill_benefits,gi_bill_seattle_wa,"GI Bill MHA · Seattle, WA",monthlyHousingAllowance,Housing / Month,currency,3200.0,3200.0,,record_level_placeholder,seed_default,"Research and verify housing / month for GI Bill MHA · Seattle, WA.",,,,,Planner seed default,,Planner seed default,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__gi_bill_benefits__gi_bill_seattle_wa__monthsEligible,military-benefits,Military & Benefits,gi_bill_benefits,gi_bill_seattle_wa,"GI Bill MHA · Seattle, WA",monthsEligible,Months,number,36,36,,record_level_placeholder,seed_default,"Research and verify months for GI Bill MHA · Seattle, WA.",,,,,Planner seed default,,Planner seed default,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__gi_bill_benefits__gi_bill_seattle_wa__notes,military-benefits,Military & Benefits,gi_bill_benefits,gi_bill_seattle_wa,"GI Bill MHA · Seattle, WA",notes,Notes,,University of Washington reference MHA used in the planner baseline.,University of Washington reference MHA used in the planner baseline.,,record_level_placeholder,seed_default,"Research and verify notes for GI Bill MHA · Seattle, WA.",,,,,Planner seed default,,Planner seed default,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__gi_bill_benefits__gi_bill_international_placeholder__label,military-benefits,Military & Benefits,gi_bill_benefits,gi_bill_international_placeholder,GI Bill international placeholder,label,Benefit,,GI Bill international placeholder,GI Bill international placeholder,,record_level_placeholder,placeholder_pending_research,Research and verify benefit for GI Bill international placeholder.,,,,,Placeholder pending research,,Placeholder pending research,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__gi_bill_benefits__gi_bill_international_placeholder__booksSuppliesAnnual,military-benefits,Military & Benefits,gi_bill_benefits,gi_bill_international_placeholder,GI Bill international placeholder,booksSuppliesAnnual,Books / Year,currency,1000.0,1000.0,,record_level_placeholder,placeholder_pending_research,Research and verify books / year for GI Bill international placeholder.,,,,,Placeholder pending research,,Placeholder pending research,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__gi_bill_benefits__gi_bill_international_placeholder__deliveryMode,military-benefits,Military & Benefits,gi_bill_benefits,gi_bill_international_placeholder,GI Bill international placeholder,deliveryMode,Delivery,,international,international,,record_level_placeholder,placeholder_pending_research,Research and verify delivery for GI Bill international placeholder.,,,,,Placeholder pending research,,Placeholder pending research,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__gi_bill_benefits__gi_bill_international_placeholder__eligibilityReason,military-benefits,Military & Benefits,gi_bill_benefits,gi_bill_international_placeholder,GI Bill international placeholder,eligibilityReason,Eligibility Note,,international_rate_pending_research,international_rate_pending_research,,record_level_placeholder,placeholder_pending_research,Research and verify eligibility note for GI Bill international placeholder.,,,,,Placeholder pending research,,Placeholder pending research,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__gi_bill_benefits__gi_bill_international_placeholder__monthlyHousingAllowance,military-benefits,Military & Benefits,gi_bill_benefits,gi_bill_international_placeholder,GI Bill international placeholder,monthlyHousingAllowance,Housing / Month,currency,0.0,0.0,,record_level_placeholder,placeholder_pending_research,Research and verify housing / month for GI Bill international placeholder.,,,,,Placeholder pending research,,Placeholder pending research,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__gi_bill_benefits__gi_bill_international_placeholder__monthsEligible,military-benefits,Military & Benefits,gi_bill_benefits,gi_bill_international_placeholder,GI Bill international placeholder,monthsEligible,Months,number,36,36,,record_level_placeholder,placeholder_pending_research,Research and verify months for GI Bill international placeholder.,,,,,Placeholder pending research,,Placeholder pending research,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__gi_bill_benefits__gi_bill_international_placeholder__notes,military-benefits,Military & Benefits,gi_bill_benefits,gi_bill_international_placeholder,GI Bill international placeholder,notes,Notes,,This 0 value does not imply ineligibility. It preserves current planner behavior until the international GI Bill rules are researched and verified.,This 0 value does not imply ineligibility. It preserves current planner behavior until the international GI Bill rules are researched and verified.,,record_level_placeholder,placeholder_pending_research,Research and verify notes for GI Bill international placeholder.,,,,,Placeholder pending research,,Placeholder pending research,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__bah_langley_2026__annualizedRate,military-benefits,Military & Benefits,military_pay_rates,bah_langley_2026,BAH · Langley / Hampton Roads,annualizedRate,Annual,currency,33722.399999999994,33722.399999999994,,record_level_placeholder,placeholder_pending_research,Research and verify annual for BAH · Langley / Hampton Roads.,,,,,DTMO BAH reference page,https://www.travel.dod.mil/Allowances/Basic-Allowance-for-Housing/,DTMO BAH reference page,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__bah_langley_2026__serviceBranch,military-benefits,Military & Benefits,military_pay_rates,bah_langley_2026,BAH · Langley / Hampton Roads,serviceBranch,Branch,,Air Force,Air Force,,record_level_placeholder,placeholder_pending_research,Research and verify branch for BAH · Langley / Hampton Roads.,,,,,DTMO BAH reference page,https://www.travel.dod.mil/Allowances/Basic-Allowance-for-Housing/,DTMO BAH reference page,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__bah_langley_2026__dependencyStatus,military-benefits,Military & Benefits,military_pay_rates,bah_langley_2026,BAH · Langley / Hampton Roads,dependencyStatus,Dependency Status,,with_dependents,with_dependents,,record_level_placeholder,placeholder_pending_research,Research and verify dependency status for BAH · Langley / Hampton Roads.,,,,,DTMO BAH reference page,https://www.travel.dod.mil/Allowances/Basic-Allowance-for-Housing/,DTMO BAH reference page,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__bah_langley_2026__effectiveEnd,military-benefits,Military & Benefits,military_pay_rates,bah_langley_2026,BAH · Langley / Hampton Roads,effectiveEnd,Effective End,date,,,,record_level_placeholder,placeholder_pending_research,Research and verify effective end for BAH · Langley / Hampton Roads.,,,,,DTMO BAH reference page,https://www.travel.dod.mil/Allowances/Basic-Allowance-for-Housing/,DTMO BAH reference page,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__bah_langley_2026__effectiveStart,military-benefits,Military & Benefits,military_pay_rates,bah_langley_2026,BAH · Langley / Hampton Roads,effectiveStart,Effective Start,date,2027-04-01,2027-04-01,,record_level_placeholder,placeholder_pending_research,Research and verify effective start for BAH · Langley / Hampton Roads.,,,,,DTMO BAH reference page,https://www.travel.dod.mil/Allowances/Basic-Allowance-for-Housing/,DTMO BAH reference page,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__bah_langley_2026__monthlyRate,military-benefits,Military & Benefits,military_pay_rates,bah_langley_2026,BAH · Langley / Hampton Roads,monthlyRate,Monthly,currency,2810.2,2810.2,,record_level_placeholder,placeholder_pending_research,Research and verify monthly for BAH · Langley / Hampton Roads.,,,,,DTMO BAH reference page,https://www.travel.dod.mil/Allowances/Basic-Allowance-for-Housing/,DTMO BAH reference page,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__bah_langley_2026__notes,military-benefits,Military & Benefits,military_pay_rates,bah_langley_2026,BAH · Langley / Hampton Roads,notes,Notes,,Planner placeholder for the expected Langley move until the exact rate is verified from the BAH calculator / official local table.,Planner placeholder for the expected Langley move until the exact rate is verified from the BAH calculator / official local table.,,record_level_placeholder,placeholder_pending_research,Research and verify notes for BAH · Langley / Hampton Roads.,,,,,DTMO BAH reference page,https://www.travel.dod.mil/Allowances/Basic-Allowance-for-Housing/,DTMO BAH reference page,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__bah_langley_2026__payGrade,military-benefits,Military & Benefits,military_pay_rates,bah_langley_2026,BAH · Langley / Hampton Roads,payGrade,Pay Grade,,,,,record_level_placeholder,placeholder_pending_research,Research and verify pay grade for BAH · Langley / Hampton Roads.,,,,,DTMO BAH reference page,https://www.travel.dod.mil/Allowances/Basic-Allowance-for-Housing/,DTMO BAH reference page,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__bah_langley_2026__component,military-benefits,Military & Benefits,military_pay_rates,bah_langley_2026,BAH · Langley / Hampton Roads,component,Pay Type,,bah,bah,,record_level_placeholder,placeholder_pending_research,Research and verify pay type for BAH · Langley / Hampton Roads.,,,,,DTMO BAH reference page,https://www.travel.dod.mil/Allowances/Basic-Allowance-for-Housing/,DTMO BAH reference page,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__bah_langley_2026__yearsOfService,military-benefits,Military & Benefits,military_pay_rates,bah_langley_2026,BAH · Langley / Hampton Roads,yearsOfService,TAFMS Bracket,number,,,,record_level_placeholder,placeholder_pending_research,Research and verify tafms bracket for BAH · Langley / Hampton Roads.,,,,,DTMO BAH reference page,https://www.travel.dod.mil/Allowances/Basic-Allowance-for-Housing/,DTMO BAH reference page,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__military_pay_rates__bah_langley_2026__tableYear,military-benefits,Military & Benefits,military_pay_rates,bah_langley_2026,BAH · Langley / Hampton Roads,tableYear,Table Year,number,2026,2026,,record_level_placeholder,placeholder_pending_research,Research and verify table year for BAH · Langley / Hampton Roads.,,,,,DTMO BAH reference page,https://www.travel.dod.mil/Allowances/Basic-Allowance-for-Housing/,DTMO BAH reference page,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
